name,male_count,female_count
LAQUINDA,0,145
LASHUNTA,0,106
MACI,6,15697
MACKENZIE,7284,121557
MARIEKE,0,117
MEKISHA,0,106
MIRIAH,0,1802
MONEAK,0,13
MORNINGSTAR,0,182
NAKINA,0,57
NATASHI,0,13
NIJA,19,814
NITASHA,0,323
OLAIYA,0,8
PURVI,0,265
SHAKISHA,0,234
SHIANNE,0,3742
TAKESHIA,0,418
TANGANIKA,0,61
TAQUITA,0,270
TASHEBA,0,184
TASHEENA,0,838
TATISHA,0,61
TEASA,0,42
TREVINA,0,27
TUMEKA,0,65
TYNESHA,0,1317
WANIKA,0,46
YUMIKA,0,20
ZAHRA,0,4839
AARYN,634,1029
AFIYA,0,236
ALITHEA,0,75
ANEATRA,0,41
AQILA,0,12
ARNITRA,0,97
ARTESIA,0,226
AUBRIE,0,12041
AUSTINA,0,105
AVIAN,1117,277
BADIA,0,40
BRANDEY,0,209
CAMRI,0,550
CECILEY,0,131
CHARITIE,0,116
CONTRELLA,0,7
CRISTOL,0,62
CURTISA,0,30
DACHELLE,0,107
DEMETERIA,0,12
EKATERINI,0,197
FALONDA,0,25
GALIT,0,107
GIN,23,7
HEATER,0,53
JANAIA,0,227
JAPONICA,0,45
JENNIFERR,0,7
JOHONNA,0,109
KAREM,128,233
KARINNA,0,577
KASONYA,0,19
KATRESA,0,24
KENETTA,0,17
KIRIAKI,0,36
KIWANIS,0,19
KURSTEN,0,281
LAKEBA,0,28
LAKEITHIA,0,193
LAKEYSA,0,54
LAQUANNA,0,273
LASHAWNTA,0,84
LATOY,0,136
LEIGHANNA,0,1040
LYNESSA,0,94
MALIKIA,5,45
MARIDITH,0,19
MEGUMI,0,531
MONECA,0,33
MONIKE,0,60
MORENIKE,0,120
MORICA,0,7
MUNDI,0,7
MYIESHA,0,652
NAKIA,1991,8576
NASHANDA,0,35
NATANIA,0,574
NEKEISHA,0,269
RACHE,0,74
RALNA,0,24
REHANA,0,283
RONESSA,0,7
SABRIYA,0,346
SANCHA,0,12
SHAENA,0,540
SHAMIRA,0,1444
SHANEEKA,0,433
SHANELLA,0,33
SHATIKA,0,273
SHEMICA,0,201
SHENICA,0,132
SHENITHA,0,42
SHINEKA,0,150
SHY,26,381
TAMEAKA,0,159
TANIKKA,0,124
TANIKO,0,33
TANISA,0,76
TANYEKA,0,26
TENESSA,0,74
TOMECKA,0,30
VIRIDIANA,5,4048
YESSICA,0,3719
AKESHA,0,133
ALICESON,0,220
AMRITA,0,969
ANNETRA,0,33
ANQUENETTE,0,26
ANTANETTE,0,69
AUDREYA,0,12
AYLIN,18,10109
BISA,0,19
BRENDI,0,118
CAMECIA,0,6
CANA,0,521
CECELY,0,80
CHARECE,0,17
CHARITEE,0,47
CHAUNTEE,0,28
CHAWANDA,0,17
CHENAY,0,61
CHERIKA,0,286
CHRYSSA,0,21
CHY,0,11
CICELEY,0,6
CIDALIA,0,11
CORIANN,0,119
COURTNIE,0,2109
DAFINA,0,123
DANIALLE,0,155
DANIELLIE,0,27
DANTOINETTE,0,6
DANYALL,0,6
DASHIA,0,898
DASHONDA,0,126
DAVONDA,0,67
DEJAH,5,3020
DELEANA,0,11
DELMONICA,0,12
DEMITRICE,5,6
DINELLE,0,24
EURICA,0,16
FAIZA,0,739
GHIA,0,45
HINA,0,589
IDRISSA,104,6
IEISHA,0,799
JAMILLIAH,0,6
JEMEKA,0,73
JENALEE,0,442
JERINA,0,50
JEWELIE,0,55
JUWANDA,0,16
KAMIA,0,1314
KANESHIA,0,452
KASHANA,0,172
KASHAWN,990,78
KASUNDRA,0,11
KATRICA,0,17
KEACHA,0,6
KEEDRA,0,26
KEESHIA,0,68
KETIA,0,50
KETURA,0,179
KEYOKA,0,53
KEYONNA,0,3409
KHADEJA,0,181
KIAMESHA,0,103
KIMYADA,0,60
KINYATTA,0,45
KINYETTA,0,38
KRISCINDA,0,6
KRISTAIN,66,237
KRISTANNE,0,6
LAKECHIA,0,86
LAKEESHIA,0,28
LAKITHA,0,84
LARIZA,0,187
LASHASTA,0,23
LASHEBA,0,80
LATACHIA,0,18
LATARISHA,0,16
LATORA,0,521
LATOSIA,0,21
LEKETHA,0,11
LINDIWE,0,6
LIZETT,0,1168
LOTOSHA,0,6
LYNICE,0,18
MACHE,0,6
MAGIC,222,34
MALINI,0,288
MARISIA,0,29
MARKETIA,0,55
MARYSA,0,543
MASHANA,0,6
MEARA,0,1044
MEIGAN,0,147
MELEKA,0,12
MERIAH,0,866
MYSTIQUE,0,438
NAKENYA,0,67
NATALYE,0,332
NATASH,0,125
NATAYA,0,655
NATHASA,0,11
NAWANA,0,12
NEKA,0,155
NITIKA,0,144
NYKOLE,0,228
OKEMA,0,71
OLAYINKA,44,61
ONI,0,191
POPPIE,0,6
QUANTELLA,0,24
QUATINA,0,53
RANISHA,0,584
RASHANA,0,286
RASHEENA,0,358
RENICA,0,32
RUKIYA,0,282
SAKETHA,0,6
SALANA,0,11
SHALOME,0,18
SHAMEA,0,31
SHAMECA,0,296
SHAMEKIA,0,947
SHAMIA,0,1434
SHANETT,0,6
SHANICA,0,409
SHANITHA,0,63
SHARICA,0,249
SHARLETTA,0,37
SHARRONA,0,6
SHATISHA,0,163
SHAWNIQUE,0,106
SHEKIRA,0,159
SHENEA,0,147
SHENESE,0,48
SHENICKA,0,56
SHERRESE,0,18
SHIWANA,0,6
SHLANDA,0,22
SHUNTE,0,142
SOMA,57,52
SOMER,0,2197
STACEYANN,0,70
SUHA,0,453
SUMITA,0,23
SYVELLA,0,6
TAJUANDA,0,6
TALESHIA,0,157
TAMEISHA,0,391
TAMMEKA,0,11
TANESA,0,60
TANYETTE,0,11
TARANDA,0,11
TARMARA,0,31
TEIKA,0,16
TEKESHIA,0,103
TEMECA,0,93
TIAUNA,0,552
TIAWANNA,0,95
TILISHA,0,49
TIVA,0,23
TONISHIA,0,87
TYHESIA,0,37
TYSHIA,0,192
VALESHIA,0,6
VANESHA,0,342
VATASHA,0,6
VONTRICE,0,35
WADIYA,0,29
WATASHA,0,11
YAKITA,0,30
YAMEKA,0,18
ABI,22,488
ABIMBOLA,5,80
ADAMA,316,466
AERICA,0,87
AGGELIKI,0,5
AGILA,0,11
AHSAKI,0,34
AISA,5,487
AKEBA,0,26
AKEISHA,0,257
AKIESHA,0,18
AKITA,0,152
ALEANA,0,731
ALETHEIA,0,441
ALISANDRA,0,389
ALISKA,0,5
ALISSON,0,3679
ALLYSEN,0,553
ALTRINA,0,5
ALYA,0,971
AMANITA,0,5
AMBERLEA,0,127
AMEKA,0,136
ANALUISA,0,345
ANDELA,0,11
ANDEREA,0,5
ANDRIEA,0,95
ANDRONIKI,0,5
ANIECE,0,34
ANJELINA,0,591
ANJUM,0,28
ARNIECE,0,5
ARNISE,0,5
ARPIL,0,55
ARTRINA,0,11
ASELA,0,5
ASUSENA,0,685
ATRICIA,0,5
AUBRE,15,714
AYDE,0,283
AYEESHA,0,29
BEYONKA,0,118
BOBBIEJEAN,0,38
BRANDII,0,189
BRANDILYNN,0,116
BREANA,0,11072
BREANNE,0,10177
BREIGH,0,213
BRITTE,0,18
BRYDIE,0,5
BRYNNA,0,2754
CALITA,0,5
CALONDRA,0,10
CANADA,0,54
CARMALENA,0,5
CARMYN,0,665
CATASHA,0,37
CEDRA,0,75
CHALI,0,15
CHAMISE,0,5
CHANETTE,0,75
CHARNICE,0,194
CHARONE,5,16
CHARRO,0,18
CHAWANNA,0,15
CHELITA,0,37
CHELON,0,5
CHENESE,0,10
CHERLONDA,0,5
CHITINA,0,5
CHRISHAWN,500,48
CONTESSIA,0,28
CRMEN,0,5
CRYTAL,0,89
DAIELLE,0,98
DAMETRA,0,78
DAMISHA,0,171
DANIECE,0,26
DANILLIE,0,12
DEANAH,0,15
DEKEISHA,0,40
DENEDRA,0,37
DENENA,0,5
DEQUANDA,0,5
DEQUILLA,0,5
DESHONA,0,46
DESTINEE,0,15883
DESTINIE,0,2771
DINISHA,0,125
DREA,0,619
DUNIA,0,524
DYLANA,0,241
EOWYN,0,957
EVELISSE,0,56
FARRA,0,113
FOLASHADE,0,174
FRANSICA,0,10
GAELA,0,5
GORETE,0,5
HAVA,0,226
HEATHR,0,36
HELINA,0,407
IEESHA,0,174
ISHIA,0,147
IYSHA,0,92
JACQUISE,73,47
JAHAIDA,0,28
JALA,0,1939
JALONDA,0,150
JANEIA,0,39
JANILLE,0,81
JANNEA,0,5
JAYCI,0,1502
JEENIFER,0,5
JENNNIFER,0,38
JERRINA,0,5
JOHNITTA,0,5
JUAWANA,0,11
KADEE,0,1000
KAMBER,0,602
KANETTE,0,5
KARLYE,0,383
KARRISSA,0,355
KATEDRA,0,10
KATESSA,0,64
KATHYA,0,736
KAVITHA,0,115
KEELYN,214,755
KEICHIA,0,5
KEIVA,0,64
KEKE,0,10
KEONNA,0,1763
KERILEE,0,16
KEYSIA,0,5
KIBIBI,0,27
KIMBERLYANNE,0,46
KISHMA,0,5
KNICOLE,0,5
KOREE,231,374
KOYA,0,71
KRITINA,0,5
KUTANA,0,16
KUWANNA,0,5
KYISHA,0,216
KYRIAKI,0,123
KYRSTIN,0,1273
KYSA,0,183
LACRESHIA,0,189
LADONJA,0,5
LAFONYA,0,10
LAKAISHA,0,113
LAKIETHA,0,36
LAMECIA,0,22
LAMESHIA,0,161
LANDI,0,109
LAQUETHA,0,5
LAQUIDA,0,130
LARISHA,0,385
LASHAWANDA,0,30
LASHAWNNA,0,75
LASHEMA,0,34
LASHENA,0,74
LASHICA,0,84
LASHONDIA,0,17
LASHUNYA,0,5
LASSANDRA,0,21
LATA,0,5
LATASHUA,0,10
LATECHA,0,18
LATEFA,0,28
LATRAVIA,0,200
LATREASA,0,15
LAWANDRA,0,16
LAYTONA,0,16
LAZANDRA,0,29
LEKESIA,0,23
LEKETA,0,31
LEMONICA,0,5
LETRINA,0,5
LILYBETH,0,378
LOTONYA,0,15
LOVONDA,0,5
LY,119,279
LYNDSAY,0,6678
MADELENA,0,157
MAHISHA,0,5
MAKEEBA,0,15
MAKINI,0,56
MAREY,0,10
MARITES,0,72
MARKEISHA,0,1296
MARLISHA,0,217
MASHUNDA,0,5
MATIA,5,403
MAWIYAH,0,10
MEGGEN,0,133
MEIRA,0,1037
MEKESHA,0,86
MELANDIE,0,21
MERRIAH,0,36
MESHONDA,0,15
MINICA,0,28
MIQUELLE,0,21
MISSTY,0,10
MISTYDAWN,0,39
MONECIA,0,36
MONEKE,0,26
MONTESSA,0,23
MONTIA,0,179
MORRISSA,0,86
MORTISHA,0,15
MYEISHA,0,1087
NA,34,223
NAIOMI,0,669
NAISHA,0,1273
NAKEESHA,0,193
NANDINI,0,762
NASHAWN,844,53
NATASA,0,79
NATOYA,0,607
NATSHA,0,115
NEKESHIA,0,125
NELY,0,558
NEYRA,0,80
NIKEISHA,0,235
NIKITIA,0,88
NIRIA,0,32
NITOSHA,0,48
NYCHELLE,0,157
OLUFUNMILAYO,0,34
OTISHA,0,160
PELE,46,40
PRAIRIE,0,261
QUENETTA,0,43
QUOVADIS,0,16
RABIA,0,741
RABIAH,0,81
RASHAWNDA,0,376
RAYONDA,0,5
RENESHA,0,425
RICIA,0,11
RINDI,0,92
ROCHEAL,0,15
RODERICA,0,135
ROOPA,0,48
ROOPAL,0,5
ROSHAUNDA,0,166
ROTASHA,0,42
RYNA,20,60
SAARA,0,267
SADIA,0,1132
SADIQUA,0,15
SAFIYA,0,1656
SALATHIA,0,10
SALEMA,0,38
SAYRA,0,1334
SCHANTEL,0,13
SEETA,0,10
SEMIA,0,47
SEPIA,0,5
SHACONDA,0,85
SHAKEENA,0,508
SHALETTE,0,16
SHALICE,0,167
SHALLY,0,27
SHAMECKA,0,114
SHAMINA,0,139
SHANDRICA,0,32
SHANESSA,0,131
SHANRICA,0,5
SHANTANA,0,157
SHANTERRIA,0,251
SHANTIE,0,5
SHAREA,0,203
SHAUNYA,0,40
SHAWNDELLE,0,5
SHAWNEEQUE,0,5
SHEKELIA,0,55
SHELBE,0,336
SHELEA,0,32
SHEMEIKA,0,186
SHENIKWA,0,10
SHERLANDA,0,16
SHERMAIN,5,5
SHERNEICE,0,5
SHERRICA,0,176
SHIKITA,0,94
SHONDOLYN,0,5
SHONDREA,0,147
SHONDRIA,0,58
SHONNELL,0,10
SHONTAL,0,22
SHONTINA,0,47
SHOWANDA,0,15
SHUNYA,0,5
SIRINA,0,33
SOLINA,0,117
SORREL,0,70
STEPHIANE,0,21
SYEEDA,0,26
SYLVONIA,0,5
TAESHA,0,198
TAHNA,0,5
TAISSA,0,15
TAIWANNA,0,22
TAKEESHA,0,137
TAKIMA,0,95
TALESA,0,37
TAMAYA,0,1047
TAMEKIO,0,10
TAMICKO,0,5
TAMIRRA,0,125
TAMKIA,0,130
TAMMICA,0,25
TAMMIKA,0,50
TANEIKA,0,242
TARITHA,0,5
TASHEA,0,266
TASHON,320,15
TATANYA,0,25
TAUSHIA,0,5
TAWAYNA,0,15
TAYNIA,0,10
TEKETA,0,10
TEMESA,0,5
TEMICKA,0,19
TEMISHA,0,104
TENEISHA,0,430
TEONIA,0,104
TESSE,0,15
TEUTA,0,43
THAMARA,0,219
TIASHA,0,371
TIFFINEE,0,55
TILENA,0,5
TIMECA,0,24
TINISHIA,0,29
TIONDRA,0,82
TONILYN,0,11
TREVIRA,0,5
TROYA,0,58
TYKEISHA,0,246
TYKISHA,0,181
TYMIKA,0,116
TYNEKA,0,131
UCHENNA,380,190
UDANA,0,30
URIKA,0,5
VASHION,11,5
VASTI,0,206
VASUDHA,0,31
VENEZIA,0,284
VERNISHA,0,333
VERSHAWN,80,5
WALISHA,0,16
WHISPER,0,698
YAKINI,0,15
YAKISHA,0,43
YAMIKA,0,50
YAMINAH,0,425
YUVONDA,0,5
ZAHAVA,0,550
ZEINA,0,703
ZORICA,0,16
ZUBAIDAH,0,10
ZUWENA,0,12
YOHANCE,377,0
JELANI,3828,418
AIRRION,78,0
KAINE,2137,0
MANDRELL,250,0
VASHAWN,474,33
HASANI,933,11
CHIRAG,661,0
JESHUA,2216,5
SHOMARI,1064,71
TIJUAN,408,0
DIANDRE,551,15
FAISAL,1712,0
JADON,9358,168
JERAMIAH,4386,0
KEITHON,178,0
TYSHON,1289,11
AKIDA,42,15
JOMAR,1703,0
MASAI,304,0
BIANCO,9,71
CHAP,37,0
CYMANDE,9,0
DELANTE,695,0
DONYEA,171,92
DYLON,4314,0
EDDRICK,321,0
GYASI,409,0
JAMMEY,31,0
JAVIN,2145,5
KAIN,2650,0
KELDRICK,760,0
SESAR,468,0
ARTIMUS,44,0
BAKARI,1155,0
CHADRON,25,0
DAMEIAN,163,0
DARRIO,65,0
DEMARLO,210,0
GABERIAL,436,16
HAKAN,264,0
JABALI,16,0
JACOBI,3240,289
JERMIANE,13,0
JERMOND,190,0
JOHNNELL,72,0
KAVEH,326,0
KENDRELL,823,18
LAMARC,13,0
MEHUL,292,0
RHASAAN,14,0
ROVERTO,76,0
SHADWICK,18,0
SRIDHAR,13,0
TABARI,415,0
TARL,166,0
ZACHRY,946,0
ZEBULUN,729,0
AARAN,201,0
AJENE,89,59
AJIT,250,0
AMONDO,14,0
ANTINIO,82,0
ARRAN,233,0
ATIF,420,0
AYINDE,415,0
CASON,7761,60
CEDENO,7,0
CHARISTOPHER,97,0
DEMECO,65,0
DEMETERIUS,23,0
DIONYSUS,32,0
DONTAYE,382,0
FABRICE,453,0
GEOVANNI,3441,0
JEBEDIAH,573,0
JEMAR,469,0
JEMELL,149,0
JESTIN,1124,0
KELII,250,0
KEMO,69,0
KENTA,656,5
KEOLA,512,31
LAMAINE,7,0
LAMEL,317,0
LAQUINCY,134,0
MARGUS,29,0
NAIM,1917,0
NATAN,1086,0
RAMY,842,0
RJ,613,0
SALIL,78,0
SEANPAUL,260,0
SHANG,25,0
TOBIAN,12,0
TRAVELLE,280,0
VASHONE,12,0
ZAHIR,2250,7
ABDU,32,0
ADIL,1189,0
AKRAM,862,0
ALIF,131,0
ANTWION,130,0
ANUP,197,0
AQUIL,463,0
AZIM,404,0
BENGT,6,0
CANAAN,3675,264
CATRELL,205,0
CORYE,49,0
DAMIONE,96,0
DASHUN,488,0
DAVELL,275,0
DEMETURIS,12,0
DEMONTE,2275,0
DEONTE,7577,41
DULANI,11,0
DWANN,20,5
EFRAN,33,0
ELAZAR,422,0
ERICO,77,0
ERRIK,70,0
GIOVANNY,5880,30
GIULIANO,653,0
HAGEN,2351,167
HAJI,70,0
JACON,90,0
JAROM,1201,0
JASONN,6,0
JEJUAN,217,0
JEREMIA,629,10
JERETT,320,0
JERMALE,209,0
JERRAN,202,0
JERVON,466,0
JEVAN,375,0
JOSHOA,97,0
KALEI,178,1690
KAMEL,491,0
KARTIK,395,0
KELVIS,125,0
KENDRICKS,82,0
KESHAWN,5496,342
KISHAN,959,0
KONSTANDINOS,29,0
KRESTON,59,0
LAMARIO,546,0
LAPRIEST,6,0
MANDRILL,29,0
MARKCO,6,0
MARQUELL,1415,19
MARQUIES,444,0
MASHON,6,0
MATHANIEL,29,0
MATTHER,69,0
MIC,26,0
MICHAELJOHN,235,0
MIGUELANGEL,3498,0
MINAS,82,0
MOSI,67,11
NASIR,10598,37
NEHAL,71,142
NIKITAS,73,0
OLUFEMI,358,0
OMID,664,0
RASHAD,14912,85
RAYAN,4625,712
SAAD,1931,0
SALIK,73,0
SEDDRICK,80,0
SHAUL,490,0
SHAUNDELL,42,5
SHERRICK,166,5
SIONE,1180,6
SLY,72,0
TAMAL,16,0
TARAUS,17,0
TEDDRICK,223,0
TODRICK,90,0
TOLAN,44,0
TOMAR,45,0
TRAVUS,85,0
TREVAR,367,0
VASSILIOS,23,0
VERRON,17,0
VONDALE,6,0
YAW,329,0
ZEF,39,0
ABDALLA,282,0
ALTERICK,12,0
ANANT,249,0
ANTAWAN,198,0
ANTIWAN,58,0
ANTOWAN,119,0
ANTOWINE,10,0
ANTWIN,5,0
ANTWUN,40,0
APURVA,28,101
ARGELIO,101,0
ARHTUR,15,0
ASIF,529,0
AZAR,56,5
BASHAR,308,0
BILY,10,0
BINYOMIN,878,0
BRAEDEN,12861,230
BRANDAL,20,0
BRANDELL,91,6
BRANDLEY,67,0
CARLOSE,12,0
CAVETT,5,0
CEDDRICK,47,0
CHRSITOPHER,176,0
CHUBASCO,5,0
COTT,30,0
COURY,57,0
DAKARAI,1139,18
DAMICO,70,0
DARTANIAN,205,0
DELONDO,5,0
DEMARQUIS,430,0
DEMONDE,5,0
DENIM,1258,444
DERRICO,102,0
DESHANON,5,0
DESHAY,183,290
DEVALE,15,0
DEVONN,415,23
DONAVEN,1116,0
DONTEZ,942,0
DRAGO,56,0
DUVON,31,0
DWAYLON,20,0
EATHAN,1120,0
ENVER,36,0
EREN,750,151
FADIL,98,0
FIONN,415,0
GORAN,108,0
GREGOIRE,78,0
HANY,37,5
HANZ,73,0
HEC,5,0
HERMINO,5,0
HESHAM,357,0
HICKORY,5,0
HOSAM,71,0
HOSS,34,0
IBAN,513,0
IMAMU,5,0
IYAD,145,0
JABAAR,15,0
JAEMS,47,0
JAFARI,164,0
JAIMEY,25,120
JALANI,480,359
JAMOR,28,0
JARIN,980,33
JARRARD,57,0
JARREN,2012,10
JARRIEL,68,0
JAVAUGHN,834,0
JERMAR,322,0
JEROMI,40,0
JESE,376,0
JHONATHAN,801,0
JOHNATHA,57,0
JOREY,220,25
JOURDAN,1728,2252
JULLIAN,2464,948
JUMA,105,0
JUMAANE,135,0
KASAN,38,0
KASHIF,844,0
KASIMU,5,0
KAYODE,143,0
KAYVON,1004,0
KEJUAN,1544,0
KEVINN,24,0
KHYLE,297,24
KIAM,91,0
KINDU,11,0
KONDWANI,11,0
KWADWO,216,0
LAIN,365,20
LAKENDRICK,813,0
LAPAUL,10,0
LARICO,144,0
LATERRENCE,25,0
LATRON,357,0
LEEVON,60,0
LEHI,299,0
LEKEITH,125,0
LOMANT,5,0
MANEESH,32,0
MARGUIS,153,0
MARID,5,0
MARKCUS,196,0
MARRICO,12,0
MATTHE,68,0
MELCHIZEDEK,287,0
MESSIAH,9383,814
MICAIAH,2092,1209
MONSANTO,5,0
NADAR,5,0
NARAYAN,222,0
NASER,354,0
NICHALOS,485,0
NIMESH,67,0
OCTAVIS,289,0
OSMAR,1796,0
PATTRICK,89,0
PIOTR,715,0
QUNICY,58,0
RAGEN,15,549
RAMIL,137,0
RASHIEM,45,0
RASHONE,28,6
RASHUN,536,18
RAYN,482,407
REGGINAL,15,0
RIAD,164,0
SALIH,399,0
SAUN,10,0
SHAWKI,5,0
SHEDRICH,5,0
SHELDEN,269,5
SNAPPER,24,0
STAMATIS,25,0
STRIDER,230,0
SUJAL,44,0
TARONE,46,0
TAURENCE,27,0
THYRON,5,0
TONKA,5,0
TRIFON,5,0
TURON,95,0
TYGH,5,0
TYRECE,703,0
UMANG,5,0
YANNIS,315,103
YAPHETT,5,0
YOVANI,1779,16
ZACKARIAH,1120,0
ZEUS,1177,0
SHALAWN,0,125
TOSHIBA,0,408
NEKIA,50,811
DAYANARA,0,6081
PASSION,0,2129
CHARNISSA,0,32
KIDADA,0,93
SARESA,0,26
TAKIA,0,1957
TIAA,0,29
TIMITRA,0,23
NAKEYA,0,805
TICEY,0,37
KAMEKA,0,288
SHAKITA,0,1202
AKIA,94,1521
WILLONA,0,82
COURTNI,0,937
NAKESHIA,0,450
TIKESHA,0,109
COURTNEE,8,1609
NAKEBA,0,20
TAKENYA,0,286
KISSA,0,68
NAKKIA,0,118
SHAKIMA,0,627
CHASITI,0,380
EMILI,0,1751
KOSHA,0,113
MAKEESHA,0,41
MAKEISHA,0,229
NAKEIA,0,393
NAKIESHA,0,260
TAMECCA,0,67
ANITRIA,0,112
ASHELEY,0,786
CADENCE,1306,18563
CHALESE,0,73
CHASITITY,0,29
DAKISHA,0,56
DEMISHA,0,237
DRITA,0,41
DYANI,10,1086
FEATHER,0,521
KEIONA,0,869
LAKECHA,0,51
LANETRA,0,90
MURANDA,0,66
NIAMALIKA,0,10
SHAKENA,0,387
SHEMEKIA,0,333
TASHICA,0,101
TYSIE,0,18
WALIDAH,0,15
ANEITRA,0,9
CHARISS,0,38
CHELSE,0,838
CHENDRA,0,9
DENYEL,0,32
DESTINEY,0,7510
GRISELA,0,70
HANIFAH,0,142
JENIKA,0,780
JERONICA,0,179
LATASH,0,92
LATEKA,0,171
LATIESHA,0,308
LEKECIA,0,56
MESSINA,0,117
NAKAI,568,142
NIKEYA,0,508
PASHEN,0,22
SARAYA,0,1144
SARIKA,0,496
SHAMEIKA,0,837
SHYANNE,0,8898
SYRITA,0,112
TANIKIA,0,59
TWANETTA,0,9
YESENNIA,0,77
ARNETRIA,0,13
AYALA,0,671
CHANNELLE,0,275
CHIQUETA,0,26
CORTNIE,0,864
FAWNA,0,168
FAWNE,0,71
HEATHERANN,0,54
IEASHA,0,534
KELISHA,0,405
KIMWANA,0,8
KYANA,0,1997
LAMECA,0,22
LATRAIL,107,13
MARQUISA,0,195
MINDE,0,23
NAKEA,0,228
NAKIE,14,8
NAKIEA,0,66
NEILIE,0,8
NEOSHA,0,204
PASHION,0,57
RECECCA,0,26
RONESHA,0,773
RUCHEL,0,254
SAMIKA,0,298
SATONIA,0,13
SEPHORA,0,656
SHANDEE,0,165
SHANDRELL,0,86
SHANITRA,0,273
SHANTEA,0,215
SYEDA,0,1342
TANASHIA,0,201
TAVARES,2823,23
TEMESHA,0,131
TIKIA,0,254
TOMESHA,0,249
TRENISHA,0,191
TYCIE,0,31
YOSHA,0,37
AHNJAYLA,0,7
ALYSSON,0,1127
AMICA,0,89
AMINATA,0,1637
AMISHA,0,772
ANALIZA,0,202
ANALYN,0,350
AYASHA,0,268
BAHIA,0,17
BRISA,0,7585
CAMBRA,0,39
CATY,0,182
CHAKITA,0,134
CURTISHA,0,303
DUEWA,0,7
EARTH,0,18
ETOSHA,0,77
FELICHIA,0,35
FREE,46,50
HEATHERLEE,0,12
ILISHA,0,97
KALIMBA,0,13
KAMRYN,3344,19083
KAYDEE,0,2154
KEITRA,0,93
KERSHA,0,31
KHIA,0,756
KIOKA,0,13
KORTNI,0,1173
KOURTNI,0,761
KOWANA,0,20
KYANN,5,319
LACHANA,0,39
LAKEISH,0,44
LAKETHIA,0,126
LAKETRA,0,146
LANESIA,0,25
LAQUISA,0,47
LASHEENA,0,478
LATIFAH,0,1421
LATRISSA,0,7
LAYTONYA,0,12
MAMTA,0,39
MANESSA,0,88
MARKEYA,0,383
MIKISHA,0,101
MILIKA,0,105
MISTINA,0,93
MORANDA,0,270
NAKEETA,0,99
NAYA,0,3586
NIKEESHA,0,17
NITRA,0,35
NIYA,0,3921
NYEMA,0,566
NYKIA,0,980
PHILLISA,0,7
RAKIA,0,504
RANYA,0,827
REAGEN,71,565
RYANE,58,798
SCOTIA,0,24
SHAKEEMA,0,629
SHAKIA,0,2358
SHALETA,0,107
SHANAI,0,387
SHATANYA,0,44
SHEKETA,0,84
SHILAH,0,795
SUNDOWN,6,12
SYDONNA,0,7
TAKIESHA,0,182
TAMEIKO,0,13
TAMONICA,0,39
TANAISHA,0,235
TARISSA,0,247
TASHEEMA,0,126
TASHIBA,0,138
TELANA,0,22
URONDA,0,7
VENESHA,0,96
YESICA,5,2293
ADDY,22,1117
AKEESHA,0,11
AKILA,0,606
AKOSUA,0,302
ANASA,0,13
ANIKKA,0,244
ARKISHA,0,50
ARNECIA,0,77
ARTI,8,251
ASUCENA,0,442
ASYA,0,1875
AYEISHA,0,137
BALERIA,0,415
BIANKA,0,2177
BRIGITA,0,17
BRITTINA,0,40
BRITTNI,6,5985
BURGANDY,0,196
CACEY,17,201
CAELI,0,580
CARILLA,0,11
CARMESHA,0,192
CATERNIA,0,6
CATOSHA,0,6
CHALISA,0,119
CHENEE,0,59
CHERALEE,0,6
CHRISHONDA,0,135
CHRISTELA,0,6
CHYSTAL,0,45
COMFORT,0,202
CRIMSON,295,891
DACEY,0,607
DALISHA,0,329
DALLANARA,0,58
DAMEKA,0,240
DANNIELE,0,51
DARANN,0,6
DARNESHA,0,527
DARNETHA,0,6
DARTANYA,0,11
DEMEKIA,0,31
DEVYN,6212,7527
EBECCA,0,38
EBONEY,0,747
EBONIQUE,0,299
ELHAM,19,244
EMEKA,411,17
ENILDA,0,6
GENEANE,0,6
GICELA,0,80
HASINA,0,193
HENA,0,268
HENNA,0,1067
HUMA,0,216
JAKIA,0,1153
JAMELIA,0,818
JAMESHA,0,2265
JEANETE,0,11
JENOHN,0,14
JOBINA,0,126
JONAY,0,151
KAIYA,33,5985
KAMERA,0,248
KARIME,0,2151
KATERA,0,551
KAYCI,0,1407
KHRISTAL,0,45
KINISHA,0,124
KWELI,210,11
LACHRISTA,0,97
LACIANA,0,24
LACORA,0,139
LACOSTA,0,250
LAKISSIA,0,6
LANEKA,0,180
LANESHIA,0,225
LAREESA,0,48
LASHANTE,0,272
LASHEEN,0,6
LASHONDRIA,0,34
LASHUNNA,0,23
LATAMARA,0,68
LATESSIA,0,6
LATIFFANY,0,223
LATOIA,0,288
LATOSCHA,0,6
LEAHANN,0,69
LEIDY,0,645
LEQUISHA,0,141
LESHANDA,0,38
LIBYA,0,14
LIKISHA,0,67
LIZZETT,0,221
LOVELYN,0,74
LUCRESHIA,0,6
LUSHANA,0,6
MADRIA,0,17
MANDE,0,92
MARICARMEN,0,1059
MARYAH,0,1927
MEGA,29,108
MELESHA,0,18
MELICA,0,27
MIHO,0,95
MIKESHA,0,283
MINERBA,0,11
MONTRECE,0,6
NAIKIA,0,6
NAKIDA,0,37
NAKYA,0,582
NATASHYA,0,6
NATIA,0,710
NATISHIA,0,48
NEELIE,0,90
NEFRETIRI,0,34
NEKETA,0,35
NIKESHIA,0,109
OMEKIA,0,12
