name,male_count,female_count
GIULIANI,21,0
GIVONNI,11,0
GOR,65,0
GURSHAN,175,0
HADARI,6,0
HARVIR,30,0
HEMANTH,21,0
IAGO,58,0
IORI,74,0
ISAIYAH,109,0
ISSACK,49,0
JAHIEL,6,0
JAHLIEL,38,0
JAHMAINE,11,0
JAHSEAN,43,0
JAHZIR,130,0
JAKAVIOUS,30,0
JAMARIEA,6,0
JAMAUN,17,0
JAMYRE,15,0
JASAI,275,5
JATORIAN,62,0
JAVANT,17,0
JAYONTE,11,0
JAYSIAH,95,0
JERRYN,37,0
JEVONN,6,0
JION,17,0
JIQUAN,14,0
JISIAH,11,0
JLAN,6,0
JONAVEN,105,0
JOTAVIOUS,6,0
JUELZ,2308,106
JYMIR,82,0
JYRIN,26,0
KAIEL,93,0
KAION,44,0
KALYL,6,0
KAYSAN,164,0
KEBBA,42,0
KEENO,6,0
KESUAN,6,0
KHANI,125,22
KHIYON,46,0
KILIK,39,0
KONUR,6,0
LATREVION,30,0
LUCIFER,91,0
MADDIX,1330,208
MAICOL,128,0
MAKAHI,53,0
MALAKHAI,174,0
MALAKY,61,0
MALKIEL,23,0
MAREON,96,0
MARTAVEON,6,0
MATEJ,95,0
MATEOS,11,0
MAYCOL,112,0
MEKAIL,6,0
MILTHON,12,0
MINHQUAN,16,0
MUAAZ,53,0
MUBASHIR,70,0
MUEEZ,11,0
NASAIAH,12,0
NAUN,26,0
NETHAN,66,0
NEYLAND,239,0
OMARIYON,18,0
PATRIOT,36,0
PREETHAM,6,0
QUALEE,16,0
QUAMAE,12,0
QUAYON,16,0
RITWIK,50,0
ROMIR,140,0
SAAID,21,0
SAHEL,37,0
SAMWISE,59,0
SANATH,26,0
SHAILEN,70,5
SHAKOBE,6,0
SHOOTER,230,0
SIRIS,75,0
SRIJAN,129,0
SUHAAS,90,0
SUYASH,70,0
SYMERE,33,0
TAIJAY,6,0
TAYVIONE,6,0
TREQWAN,6,0
TYI,12,0
TYR,139,0
VIERI,6,0
VIHAN,282,0
XZAYVION,185,0
YISHAY,21,0
YUGO,35,0
ZAMIEN,11,0
ZHENG,6,0
ZOLAN,25,0
ZYEIR,91,0
ZYHIR,145,0
ZYTAVIOUS,43,0
AAKARSH,53,0
AAMARION,10,0
AAYAN,1197,0
ABBAAS,5,0
ABDIHAMID,5,0
ABDRAHMAN,15,0
ABDULREHMAN,55,0
ABDURRAHMAAN,5,0
ABDURREHMAN,30,0
ADAEL,210,0
ADIV,20,0
AGASTYA,430,0
ALBIERIS,5,0
ALHASSANE,34,0
ALIKHAN,10,0
ALIYAS,42,0
ALVIERI,5,0
ALVONTAE,5,0
AMAREYON,5,0
AMARYON,12,0
AMAURYS,10,0
AMEIL,5,0
AMORION,49,0
AMYAS,39,0
ANGELJESUS,41,0
ANIKEN,85,0
ANIKI,10,0
ANSONY,5,0
ANTERRION,15,0
ANTHOINE,5,0
ARAMYS,5,0
ARDI,57,0
ARIJIT,5,0
ARMANTI,10,0
ASAUN,23,0
ATREAU,5,0
AVANTA,12,0
AVICHAI,5,0
AVIRAM,5,0
AVNISH,15,0
AVRIAN,60,0
AZAVION,126,0
BANKSTON,33,0
BASTION,88,0
BERKE,34,0
BLAZEN,33,0
BOADY,10,0
BOWAN,46,0
BRAHIAN,5,0
BRANSYN,217,0
BRECKAN,121,0
BRODAN,72,0
BRYSHAUN,5,0
CADEMON,12,0
CAELOB,5,0
CALEX,21,0
CAMAREON,23,0
CANYEN,5,0
CAVANAUGH,38,0
CAYDAN,229,5
CHAISSON,5,0
CHARTEZ,5,0
CHAYDON,5,0
CHRISTIANSON,5,0
CHRISTOPHERJR,5,0
CION,27,0
COLBEN,53,0
COLEON,5,0
COLGAN,15,0
CONLEE,62,29
CRICHTON,18,0
CYRESS,29,0
DACEN,73,0
DAIJAUN,5,0
DAKAI,62,0
DAMARIYON,33,0
DAMIUN,5,0
DANARI,30,13
DAQUAVIUS,5,0
DARREION,12,0
DARRIONE,5,0
DATAVIAN,5,0
DAVINDRA,5,0
DAYVIAN,94,0
DEAGON,43,0
DEEANDRE,5,0
DELSEN,5,0
DEMAURY,26,0
DEMBA,54,0
DEMONTAVIOUS,10,0
DEMORION,26,0
DERQUAN,5,0
DEVONTAVIUS,5,0
DEYVI,74,0
DIONTRAY,5,0
DOMINYC,23,0
DONOVANN,24,0
DONYAI,5,0
DRAKO,112,0
DRAYK,87,0
DRAYVIN,51,0
DREGAN,27,0
DREVEN,22,0
DREVIAN,5,0
DRISS,17,0
EDU,67,0
ELAI,125,0
ELIEJAH,15,0
ELIYAS,182,0
ELVEDIN,12,0
ENZIO,65,0
ESHTON,10,0
ESTAVON,5,0
EYASU,50,0
FATEH,149,0
GEORGIY,50,0
GERARDOJR,5,0
GRAIDEN,80,0
GULIAN,10,0
HAAHEO,11,0
HAIDON,47,0
HAMDAN,159,0
HASEEBULLAH,5,0
IANCARLO,32,0
IMARION,39,0
IMMER,11,0
ISAU,10,0
ISAY,84,0
ISHAAQ,74,0
ISHAWN,33,0
ITHAN,116,0
JAAZIAH,161,6
JABRION,11,0
JACARR,5,0
JADERIUS,11,0
JAEVIN,123,0
JAHEAM,10,0
JAHEEN,5,0
JAHIDI,5,0
JAHMAREE,5,0
JAHRAY,5,0
JAHVONTE,5,0
JAIHEEM,5,0
JAKIEM,38,0
JAL,17,0
JALIAN,10,0
JAMORIAN,77,0
JAMYR,11,0
JAQUANTAE,5,0
JAQUWAN,10,0
JARIB,15,0
JARREK,5,0
JARUS,5,0
JASHOD,5,0
JATERRION,47,0
JAVARY,10,0
JAYDENN,295,48
JAYDRIEN,56,0
JAYMIEN,61,0
JAZMANY,5,0
JEDI,145,0
JENRRY,35,0
JERION,29,0
JERSAIN,18,0
JERTAVIOUS,5,0
JEVYN,18,0
JEWLIAN,21,0
JMARION,135,0
JOHNAVIN,17,0
JORAY,5,0
JORDUN,5,0
JOSEPHJAMES,16,0
JOVAHNY,5,0
JULIANNI,5,31
JYHIEM,5,0
JYWON,5,0
KAADEN,21,0
KAAMIL,82,0
KAEGEN,35,0
KAHSEEM,26,0
KAIWEN,29,0
KALLON,55,0
KAMAHAO,37,0
KAMAKANA,17,0
KAMEON,5,0
KAMIRON,18,0
KANYE,1304,24
KAPLAN,33,0
KARAMO,5,0
KARAR,51,0
KASIR,126,0
KAYJUAN,5,0
KEARIUS,5,0
KEASON,10,0
KEAVION,18,0
KEIDREN,11,0
KEIMAR,10,0
KEMAREE,16,0
KEMARION,713,0
KEMAURI,285,56
KENDLY,5,0
KENSLY,5,90
KESTIN,49,0
KEVIYON,11,0
KHAEL,57,0
KHAMREN,56,0
KHOL,35,0
KHUSH,120,0
KIERRON,5,0
KINDRIC,5,0
KIWON,5,0
KOEDY,5,0
KROS,5,0
KRYSTOF,15,0
KVION,83,0
KYHIEM,5,0
KYLIK,20,0
KYSEEM,32,0
KYUS,25,0
KYWAUN,11,0
LAKELAND,33,5
LATHYN,68,0
LAYTIN,37,0
LEONALDO,5,0
LOAGAN,10,0
LUISARMANDO,5,0
LUKMAN,12,0
LYAM,656,0
MACAI,129,0
MACSEN,210,0
MAEL,223,0
MAHDE,5,0
MALAKIE,70,0
MALECHI,52,0
MARTAVIAN,15,0
MARVEON,5,0
MATTHEWALEXANDE,11,0
MAVRIC,107,0
MAXWILL,5,0
MCKEAN,5,0
MELCHI,16,0
MENPHIS,10,0
MILEKE,5,0
MONEEB,5,0
MONTAYE,5,0
MOUAD,23,0
MUHIB,10,0
MYKAI,77,0
MYSEAN,21,0
NABHAN,16,0
NACARI,15,0
NATHEAN,12,0
NAVRAJ,110,0
NEBEYU,5,0
NEZIAH,89,84
NICHO,5,0
NIRVAN,188,0
NITAI,24,0
NORE,31,5
NORIEL,54,5
NYDIR,5,0
NYE,10,0
NYMIR,101,0
OGUZ,10,0
OLDAIR,5,0
OLUMUYIWA,5,0
OLUWADAMILARE,90,0
OLUWADEMILADE,149,78
OMARIUS,78,0
OMARY,5,0
OMIR,86,0
ORYON,83,0
OSBOURNE,23,0
OTTONIEL,17,0
PARTHA,21,0
QMARI,10,0
QUENNELL,5,0
QUEVIN,21,0
QUYNTON,5,0
RAAHIM,66,0
RAIFE,64,0
RAMSY,5,0
RAYVEON,29,0
REFOEL,111,0
REHAAN,206,0
REYCE,69,12
RICKSON,40,0
RICTAVIOUS,5,0
RIDHWAN,41,0
RILAN,169,15
ROSHAAD,5,0
SAAMIR,60,0
SAIID,10,0
SANSKAR,25,0
SARIEL,48,0
SATHWIK,10,0
SAVEYON,5,0
SEBASTEAN,5,0
SERKAN,13,0
SHAEDEN,16,0
SHALEV,72,0
SHAMARION,276,5
SHAMIER,35,0
SHAREEM,5,0
SIDDH,83,0
SIDHANTH,35,0
SIOELI,5,0
SIRCHRISTOPHER,5,0
SKYYLER,5,0
SRIMAN,77,0
STRICKLAND,12,0
SULAYMAAN,5,0
SWAYAM,36,0
TAAHA,15,0
TACARI,101,17
TAEDEN,95,0
TAIDEN,356,0
TAIMOOR,5,0
TAJMIR,21,0
TAKHI,22,0
TAVIYON,10,0
TAYBOR,5,0
TAYDAN,16,0
TAYSHUN,74,0
TEOMAN,50,0
TERVELL,5,0
THARUN,69,0
THERYN,30,16
TORRYN,29,95
TOVIN,5,0
TRAEVEON,17,0
TRAVYON,26,0
TRITAN,30,0
TYBER,5,0
TYJHON,5,0
TYLANE,5,0
TYSAIAH,5,0
UZIAH,112,0
VANDAN,39,0
VENICIO,38,0
WASI,10,0
WHITTAKER,128,0
WISLER,5,0
XANDE,5,0
XAVEON,32,0
YACOUBA,5,0
YASSEEN,69,0
YEUDIEL,58,0
YOSMAR,123,0
YOUCEF,68,0
YOUNESS,35,0
YOUSOF,70,0
ZAAKIR,42,0
ZAEDEN,303,0
ZAYDAN,286,0
ZAYDE,177,25
ZAYVIAN,189,0
ZEVION,24,0
ZHAKI,11,0
ZYEN,76,0
ZYLAN,241,0
ZYONN,16,0
TRENYCE,0,123
RAMIYAH,0,756
TALAYEH,0,73
NAYDELYN,0,59
AARALYN,0,1168
DAVEIGH,0,139
SARIBEL,0,22
NIOBE,0,158
DAYRIN,0,146
CAMILY,0,37
IRULAN,0,45
NATAJHA,0,29
EMBERLYNN,0,721
AMERI,6,123
NASIRIYAH,0,15
DEBANY,0,88
ETHANY,0,14
KAMILY,0,20
TANYIAH,0,120
AARIYAH,0,402
AMYRIE,0,134
NAYDELI,0,31
KIYASHA,0,12
MALAIJAH,0,98
MALEEYA,0,273
NOLEE,0,48
SIDDA,0,90
SIDDALEE,0,144
SOLARIS,5,65
ANAYIAH,0,176
ANIHYA,0,89
ARIYANAH,0,215
ASHARIAH,0,11
KAEDENCE,13,469
MALAYIAH,0,166
NAYSETH,0,11
RYLA,0,304
TRANYCE,0,11
ALAZAYA,0,10
ALEIJAH,0,59
ALIZAYE,0,15
AMERICAS,0,21
ANISTEN,0,109
ASHAURIA,0,10
AZARIYA,0,234
BRYNNLEY,0,495
CAMILLY,0,15
DAIRY,0,36
DYANARA,0,75
ELIANY,0,288
EMMALYNNE,0,204
INSHA,0,46
JERNIE,0,78
KAMILLY,0,27
KARYSS,0,72
LENIYAH,0,205
LIVI,0,279
MADDELYNN,0,157
MARYANGEL,0,47
MEEYA,0,155
MIKAIA,0,105
NAIDELINE,0,10
SAMAURA,0,29
SYA,0,79
SYNAI,0,205
ZANYIA,0,209
ZENIYA,0,165
ADELIE,0,418
AHNAYA,0,16
ALIANAH,0,191
ANZLEY,0,120
AZENET,0,14
CAMILI,0,9
CANNA,0,68
DALAY,0,38
DAYLI,0,53
DEMYAH,0,97
EMELLIE,0,20
ENDIAH,0,15
GIAVONA,0,29
GRACLYN,0,193
JASANDRA,0,9
JOZALYNN,0,70
JULIYAH,0,105
KAMORI,135,288
KETZALY,0,85
KHUSHPREET,0,14
KUSHI,0,85
LARIYA,0,170
MANAYA,0,26
NANDIKA,0,74
NEEYA,0,55
NEJRA,0,30
NEVAH,0,205
NIVEAH,0,238
NYANZA,0,46
RAMYAH,0,133
REHMA,0,15
ROCELYN,0,37
SACRED,0,57
ZAIA,0,109
ALEANNA,0,114
ALICEYN,0,8
AMARIEA,0,20
AMARYE,0,8
AMAZING,6,124
ANIYIAH,0,65
ANSHU,10,112
ANTONIYAH,0,13
ASHARIE,0,42
AVAGRACE,0,314
AVRYL,0,81
AZAYA,0,95
DEAJANAE,0,17
DENAIJA,0,21
DULANEY,0,13
ELDINA,0,24
EMIJAH,0,13
EMMAKATE,0,165
ENIJA,0,13
GETHSEMANI,0,18
GRAYCI,0,53
HAEUN,0,37
HALLEL,0,45
INIYAH,0,60
IOLANA,0,46
JASIYA,8,196
JHANI,0,19
KADIENCE,0,279
KAEDYNCE,0,190
KAYTIN,0,25
KIMORAH,0,287
KINE,0,8
KLARKE,0,27
KORDELIA,0,52
KYNSLEE,0,981
LEISY,0,8
LEXIANNA,0,100
MAIRYN,0,134
MAKIAYA,0,40
MARKHIA,0,18
MAURIANNA,0,74
MULKI,0,56
MYAZIA,0,18
NAELY,0,23
NEYDELIN,0,26
NIGELLA,0,42
OHANA,0,124
OMYA,0,63
SANII,0,205
SONAYA,0,39
SPIRITUAL,0,28
SREEYA,0,26
SUNDARI,0,31
TANLEY,0,41
TENLEE,0,218
TYLESE,0,8
WANJIRU,0,8
YOSHIRA,0,8
ZIYANNA,0,141
ABBEYGALE,0,22
ABIAH,0,36
ADALIN,0,283
ADAUGO,0,50
ADRIAH,0,47
AINARA,0,296
AISHI,0,60
AJAYLAH,0,25
ALAYLAH,0,200
ALESHANEE,0,45
AMARIYANA,0,84
AMILLIANA,0,152
ANNALIZ,0,121
ARIBAH,0,29
ARISAI,0,17
ARISDELSY,0,7
ATHYNA,0,38
AVYANA,0,190
AYLANI,0,264
BELLAROSE,0,460
BRALIE,0,7
BRYSTOL,14,749
CAMLYN,0,12
CERINITY,0,68
CHANYIA,0,13
CYNAE,0,19
DALAYLA,0,124
DANAEJAH,0,32
DASHYA,0,12
DAYNNA,0,12
DELAIAH,0,21
DELAYLA,0,195
DESLIE,0,7
DONIYA,0,13
DYONI,0,7
EMALYNN,0,494
EMBERLYN,0,623
EMMALEY,0,35
ESBEYDY,0,13
EVENIE,0,23
FADIMA,0,19
GIULLIANA,0,61
GORETTI,0,32
HANAAN,0,95
ICISS,0,13
ILIZA,0,70
IMARIA,0,26
IYUNA,0,7
JAHMIYAH,0,63
JARELYN,0,66
JEILA,0,53
JEIMI,0,43
JERALDY,0,51
JERNEY,10,130
JIAPSI,0,7
KALISI,0,46
KANAIYA,0,39
KANIRA,0,7
KAROLENA,0,14
KENLEA,0,86
KEYASHIA,0,24
KHAMANI,631,325
KINZLEY,0,1201
KIRALYNN,0,40
KLOHE,0,112
KYMIRA,0,40
LAIAH,0,190
LANAIA,0,36
LANAJAH,0,43
LARAINA,0,55
LEILANNI,0,217
LIAHNA,0,164
MADESEN,0,12
MADHUMITA,0,7
MAKAYLEIGH,0,87
MALEEYAH,0,163
MAYLAN,0,30
MAYZEE,0,105
MEIRAV,0,21
MEYLI,0,58
MIKINZI,0,13
MILIE,0,37
MKYA,0,24
NAIARA,0,260
NAIZETH,0,7
NAKARIA,0,12
NAVAYA,0,250
NAVEYA,0,147
NEVEA,0,83
NIKHIA,0,12
NOYA,0,181
OMANI,36,35
PRINSESA,0,7
RHYLI,0,58
SAALIHAH,0,7
SAILA,0,39
SAKHIA,0,28
SAMMARA,0,27
SAMYIAH,0,210
SEMARA,0,12
SEMARIA,0,12
SENIAH,0,73
SHAMYRIA,0,12
SHANILA,0,25
SHERMYA,0,31
SHIMAYA,0,7
SHYLAN,5,29
SINAYA,0,114
SKKY,0,45
SKYI,0,50
SOLOMIYA,0,62
SORIYAH,0,98
SREENIDHI,0,81
SYMARA,0,47
TAKHIYA,0,12
TARIYA,0,136
TENLEIGH,0,175
TENYIA,0,7
THAILEE,0,7
TINIYAH,0,18
TORICA,0,7
TRANIYAH,0,158
TZIVYA,0,17
VEDHA,0,126
VIANI,0,18
YAHDIRA,0,60
YANIAH,0,96
YANIYA,0,53
YARIELIZ,0,118
ZANAI,0,167
ZENIYAH,0,216
ZUBAIDA,0,23
ZURIAH,6,176
AAHLIYAH,0,24
AAKRITI,0,43
AALIYAHMARIE,0,28
AAYAH,0,31
ABYAN,106,28
ADAYLA,0,35
ADELAI,0,167
ADILA,0,46
ADONYA,0,14
AEMILIA,0,100
AERIONA,0,46
AGOSTINA,0,17
AHLAYA,0,131
AIRIONNA,0,35
ALAHNI,0,162
ALECTRA,0,20
ALEIGHIA,0,29
ALENY,0,38
ALESYA,0,48
ALEZAY,0,37
ALILIA,0,21
ALLICEN,0,18
AMADIS,0,59
AMARIEE,0,35
AMARRAH,0,92
AMAYHA,0,6
AMAYIAH,0,157
AMEARA,0,16
AMEYIA,0,6
AMIREE,0,74
AMMARIE,0,58
ANAJAE,0,6
ANAJIA,0,19
ANASTAJA,0,12
ANGELYNNE,0,26
ANNALIYAH,0,173
ANYELINA,0,122
ANYHA,0,21
ANYSHIA,0,11
AREENA,0,16
ARITZY,0,57
ARRYONNA,0,11
ARYSA,0,17
ASHANTIANNA,0,6
AUNALEE,0,40
AUNISTY,0,78
AVAREY,0,130
AVIAH,0,245
AYDYN,310,11
BELIZE,0,30
BOSTYN,156,363
BRONWYNN,0,32
BROOKLEE,0,134
BYONCE,0,6
CADINCE,0,111
CAELIA,0,21
CAIDYNCE,0,69
CAMYRA,0,93
CARALYNE,0,11
CATORIA,0,6
CELIMAR,0,6
CENYA,0,11
CHANYAH,0,33
CHRISTEANNA,0,6
CIRENIA,0,6
CYLAH,0,54
DAIRYN,0,25
DAISHANAY,0,6
DALAINEE,0,6
DAVIYA,0,11
DAYAHNA,0,6
DAYZEE,0,83
DAZZLYN,0,28
DEENAH,0,22
DEKIYA,0,24
DENALY,0,81
DERIANA,0,85
DHRUTI,0,71
DILENNY,0,6
DJENABOU,0,19
DMAYA,0,35
DNAJAH,0,6
DREYA,0,182
ELAENA,0,45
ELAISA,0,6
ELANAH,0,82
EMIKA,0,59
EMILIANNA,0,111
ENELY,0,6
ERYANA,0,39
ERYONNA,0,6
EVANNY,0,115
FARWA,0,6
GERALDY,0,81
GINAYA,0,6
GRACELYNNE,0,232
GRACILYN,0,84
GURNOOR,126,228
GWENDYLAN,0,26
HAANI,0,52
HAARIKA,0,23
HABEBA,0,6
HADESSAH,0,122
HADLEA,0,80
HERAN,0,79
HERMONIE,0,16
HILEY,0,37
ILAINA,0,43
ILEE,0,118
ISSABELA,0,53
JADEMARIE,0,28
JAELLA,0,69
JAKAIYAH,0,32
JAKYLAH,0,147
JASICIANNA,0,6
JASMARY,0,6
JASMIR,20,6
JAVIONNA,0,63
JAYAUNA,0,29
JEIRY,0,61
JENAKA,0,6
JEWELISSA,0,30
JHANYA,0,15
JONTASIA,0,19
JULIEONNA,0,30
JUSTYSE,0,16
KADIDIA,0,42
KAELANA,0,16
KAHLIAH,0,30
KALYANA,0,39
KAYDINCE,0,328
KAYLANNA,0,37
KEDZIE,0,18
KERIAH,0,6
KHALISE,0,94
KHANIYAH,0,85
KHYLI,0,98
KIRTHANA,0,6
KNIYAH,0,83
KREINDY,0,20
KRUTHI,0,39
KYRIAH,0,38
LAELANI,0,136
LAILANIE,0,107
LAILANY,0,118
LAMAREA,0,11
LANAVIA,0,6
LASHARIA,0,6
LAYIA,0,51
LAYLI,0,74
LEANNY,0,120
LILIAH,0,130
LILYGRACE,0,101
LILYONNA,0,170
LISSBETH,0,11
LISVETH,0,6
LONDIN,0,127
LYANAH,0,11
MAELEY,0,142
MAHKENZIE,0,29
MAHLEA,0,21
MAKAILI,0,11
MAKASHA,0,6
MALEEAH,0,182
MARIACLARA,0,197
MARIVELLA,0,6
MASSA,0,91
MAYCEY,0,6
MCKALYNN,0,11
MEKLIT,0,262
MIALANI,0,87
MIAMARIE,0,59
MICAYAH,0,43
MIKASIA,0,11
MINEA,0,6
MIREYAH,0,77
MYLANI,0,128
NADIJA,0,34
NALI,0,41
NATAHJA,0,6
NATALIEMARIE,0,6
NAVIAH,0,193
NAVIYA,0,39
NAYLENE,0,98
NEIYA,0,6
NEKIYA,0,18
NESSIAH,31,44
NEVAYA,0,230
NIMRIT,0,70
NIVEDHA,0,39
NIVIAH,0,20
OLIVIAROSE,0,93
OLUWATENIOLA,6,51
ORIANE,0,16
PARNIKA,0,165
PRIYANSHI,0,33
PRYSILLA,0,6
QUETZALLY,0,61
QUINLYNN,0,133
RAELIE,0,80
REILYN,0,117
RENYA,0,43
RHAYNA,0,14
RIALEY,0,11
RYSSA,0,11
SAMANTHANICOLE,0,23
SANAAH,0,35
SANAIYAH,0,110
SANYE,0,100
SAQQARA,0,27
SAUNTI,0,6
SAYNAB,0,18
SERINE,0,57
SHEILLY,0,17
SHERIYAH,0,22
SHYANNAH,0,27
SIMIYA,0,42
SIYONA,0,275
SKYLEY,0,81
SOLEE,0,6
SRINITHI,0,23
SYARA,0,41
TAIMANE,0,126
TAKYRAH,0,27
TALIAYAH,0,12
TAMIJAH,0,18
TAMILORE,5,21
TANIHA,0,6
TANIYHA,0,44
TARINI,0,109
TENYAH,0,6
TERIYANA,0,6
THAILIA,0,19
THALINA,0,13
TIJANAE,0,6
TORRICA,0,6
TRENIYA,0,71
TVISHA,0,223
TYANE,0,6
TYAUNNA,0,12
TYMIRAH,0,11
TYNAYA,0,6
TYNIYAH,0,11
TZURTY,0,18
VALERIYA,0,28
VALIYAH,0,43
VIDUSHI,0,37
VINECIA,0,6
WRILEY,12,16
YAHIRE,0,6
YAMNA,0,68
YARISBETH,0,47
YASLY,0,6
YUTZIL,0,6
ZAHNYA,0,20
ZANAY,0,47
ZEYLA,0,19
ZNIYAH,0,158
ZNYA,0,69
ZOOEY,0,886
ZORIANA,0,94
ZYASHIA,0,6
AADYA,0,876
AALAYNA,0,40
AANIJAH,0,5
AARYONA,0,10
ABREONNA,0,15
ADALAY,0,123
ADALAYA,0,62
ADALEIGH,0,816
ADANELY,0,88
ADASYN,0,171
ADDILYNN,0,2044
ADDRIANA,0,5
ADELIZ,0,83
ADJI,0,5
ADLEIGH,0,722
ADLIH,0,20
AERITH,0,226
AFIFAH,0,15
AICHATOU,0,28
AILIA,0,50
AINHOA,0,152
AJEYA,0,15
AKAIA,0,39
AKAILAH,0,25
AKAJA,0,5
ALACYIA,0,5
ALAILAH,0,68
ALAIZAH,0,21
ALATHEA,0,42
ALBIONA,0,10
ALEIDY,0,28
ALEXIYAH,0,37
ALILA,0,70
ALIZIAH,0,5
ALLEXYS,0,10
ALVEENA,0,76
ALYAA,0,17
ALYLA,0,107
AMEAH,0,87
AMELI,0,106
AMERISSA,0,5
AMIJA,0,29
AMITHA,0,10
AMONE,0,5
AMONNI,0,19
AMRIE,0,117
AMYREE,0,32
ANACELY,0,5
ANALEI,0,90
ANANDITA,0,5
ANASTAJIA,0,5
ANAVI,0,80
ANAYHA,0,16
ANDJELA,0,45
ANELE,0,43
ANGELLYN,0,17
ANNACLARA,0,56
ANNASOFIA,0,121
ANUSRI,0,5
ANYANKA,0,16
ANYELY,0,60
AONNA,0,5
AQUILINA,0,5
ARALYNN,0,557
ARANZAZU,0,17
ARIELIZ,0,60
ARIEYANNA,0,45
ARILYNN,0,156
ARPA,0,5
ARREONNA,0,11
ARYAUNA,0,32
ARYIAN,26,40
ASELIN,0,5
ASHAIYA,0,10
ASHALYN,0,10
ASHRITA,0,71
ASHUNA,0,5
ASHYRIA,0,5
ATLEIGH,0,144
AUDREYANN,0,14
AUDRIELLE,0,152
AUTUME,0,11
AVRILL,0,5
AYIA,0,16
AYLENNE,0,5
AYNIA,0,11
AYSEL,0,127
AZAIRA,0,54
AZALIYAH,0,68
AZANAE,0,5
AZARYA,15,61
AZHARIA,0,65
AZUZENA,0,5
BELLAH,0,333
BEZA,0,106
BITHIAH,0,17
BRENAYA,0,5
BRENIYAH,0,114
BREYELL,0,5
BRIGHTYN,0,122
BRISEIDY,0,97
BRITZA,0,16
BRYCELYNN,0,78
BRYLYNN,0,300
BUSE,0,15
BUTTERFLY,0,10
CADIENCE,0,80
CAIDANCE,0,185
CAITE,0,10
CAMELY,0,5
CAMPBELLE,0,21
CATALIN,0,5
CATORI,0,174
CEYARA,0,5
CHAILEE,0,16
CHAILYNN,0,5
CHANELLY,0,5
CHETANA,0,23
CHIARRA,0,5
CHINMAYI,0,67
CHIZARAM,11,173
CHLOEANNE,0,61
CHLOI,0,43
CHYANA,0,10
CHYLYNN,0,5
CINIYAH,0,48
CYERAH,0,5
DAIRIN,0,40
DAMAYANTI,0,14
DANAIYA,0,61
DANARIA,0,71
DANAYJAH,0,5
DANERY,0,5
DANIANA,0,5
DANIELIZ,0,30
DANYRA,0,11
DASCHA,0,5
DAYANAH,0,23
DAZIYAH,0,181
DEBANHY,0,12
DEKOTAH,0,10
DELANNY,0,48
DEMETRIANNA,0,5
DENAJIA,0,10
DENAYAH,0,26
DENIELLA,0,5
DEONIE,0,5
DERIANNA,0,39
DEVONI,0,5
DEYANARA,0,34
DEZMARIAH,0,52
DIANELIS,0,44
DNYAH,0,20
DONIYAH,0,16
DRISHTI,0,78
ELLARAE,0,114
ELLAROSE,0,309
ELLESHA,0,5
ELLIANNE,0,70
ELLIET,0,106
ELLSIE,0,152
EMANNI,0,15
EMMALYSE,0,24
EMMAN,0,10
EMMYE,0,5
EMNET,0,93
EMREY,34,147
ENYIA,0,25
ERIEN,0,5
EVANNIE,0,53
EYMI,0,181
EZGI,0,25
FAITHFUL,0,38
FAITHMARIE,0,39
FENNA,0,40
FIORA,0,122
FIRDAUS,0,36
GANIYAH,0,56
GASIA,0,5
GENESISS,0,31
GENIAH,0,55
GEVALIA,0,5
GLENY,0,5
GOPIKA,0,5
GREENLEIGH,0,140
HAEVYN,0,101
HAILIEY,0,5
HAILYE,0,11
HALLEI,0,15
HANNYA,0,33
HARMONE,0,54
HAYLYN,0,90
HELAENA,0,11
IJA,0,21
IMAJEN,0,5
IVIONNA,0,58
IYAUNNA,0,5
IYSISS,0,5
JAANVI,0,113
JACKELINNE,0,22
JADETH,0,5
JADZIAH,0,5
JAHIA,0,22
JAHKIRA,0,13
JAISLYN,0,61
JAIYDA,0,37
JAKERAH,0,10
JAKEYAH,0,10
JALAILA,0,67
JALERIA,0,12
JALEXA,0,64
JAMARIANA,0,34
JAMARIYAH,0,77
JAMAYIA,0,69
JANELLYS,0,28
JANEYAH,0,44
JANYRIA,0,32
JASELLA,0,10
JASNOOR,14,85
JATHZIRY,0,17
JAYLINNE,0,52
JAZANAE,0,10
JAZARIAH,0,283
JAZELYNN,0,39
JEIRI,0,5
JENAVI,0,61
JENAYAH,0,100
JENNELYN,0,15
JENYAH,0,29
JERMIRA,0,5
JERNIYAH,0,52
JEWELIET,0,10
JEWLIANA,0,15
JEYLINE,0,17
JIALI,0,79
JILLIYN,0,33
JIMIYAH,0,5
JINIYAH,0,5
JOCYLIN,0,17
JOHNAYA,0,18
JOLIANA,0,68
JOSIELYN,0,17
JOSILYNE,0,5
JOURNE,0,85
JOZILYN,0,20
JULIANNIE,0,42
JYNIA,0,21
KADAYSIA,0,5
KADYNN,13,58
KAHLANI,0,117
KALANY,0,55
KALEEYAH,0,101
KALYIA,0,15
KAMARRIA,0,55
KAMELYA,0,5
KAMPBELL,0,66
KANAJAH,0,10
KAORY,0,25
KARINAH,0,22
KASANI,5,15
KASHVI,0,261
KASHYIA,0,17
KATIJA,0,5
KEIAJA,0,5
KEILE,0,10
KEILYNN,0,98
KEKELI,5,23
KELEA,0,21
KEMRY,0,5
KENAJA,0,5
KENASHA,0,5
KEYALA,0,33
KEYMYA,0,46
KHATIA,0,5
KHIYAH,0,47
KIAYANNA,0,5
KIDIST,0,16
